"uuid","index_key","reference_key","timestamp","update_by","table_name","log_id","change_log"
"940A4EC1-F298-4C3D-8461-9EA9D79D2C91","45","LT-000000045","2025-06-18 14:36:48.980","Paul Collins","vendors","ED3D5BFD-AD14-4A84-8474-97A6411863F9","{""before_values"":""{\""uuid\"":\""ED3D5BFD-AD14-4A84-8474-97A6411863F9\"",\""index_key\"":19,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""Castle Hill\""}"",""after_values"":""{\""uuid\"":\""ED3D5BFD-AD14-4A84-8474-97A6411863F9\"",\""index_key\"":19,\""reference_key\"":\""VT-019\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""Castle Hill\""}""}"
"B0FF5DB0-FCAF-4E0F-A355-E47431D2D2EA","46","LT-000000046","2025-06-18 14:36:48.980","Paul Collins","vendors","39A0FA87-9E94-4D9B-BE26-E2091F848D53","{""before_values"":""{\""uuid\"":\""39A0FA87-9E94-4D9B-BE26-E2091F848D53\"",\""index_key\"":18,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""Empire\""}"",""after_values"":""{\""uuid\"":\""39A0FA87-9E94-4D9B-BE26-E2091F848D53\"",\""index_key\"":18,\""reference_key\"":\""VT-018\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""Empire\""}""}"
"B96BC577-FBA8-4D04-A82B-CB9450DA3B10","47","LT-000000047","2025-06-18 14:36:48.980","Paul Collins","vendors","ADFF33A9-BC30-46D4-B248-41DA6170101A","{""before_values"":""{\""uuid\"":\""ADFF33A9-BC30-46D4-B248-41DA6170101A\"",\""index_key\"":17,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""Alfastreet\""}"",""after_values"":""{\""uuid\"":\""ADFF33A9-BC30-46D4-B248-41DA6170101A\"",\""index_key\"":17,\""reference_key\"":\""VT-017\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""Alfastreet\""}""}"
"6A8EE4C7-1FBD-43AB-A838-5E524219A61F","48","LT-000000048","2025-06-18 14:36:48.980","Paul Collins","vendors","FCED5E5A-A3EB-4BD7-943D-93973AF2209D","{""before_values"":""{\""uuid\"":\""FCED5E5A-A3EB-4BD7-943D-93973AF2209D\"",\""index_key\"":16,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""Aristocrat\""}"",""after_values"":""{\""uuid\"":\""FCED5E5A-A3EB-4BD7-943D-93973AF2209D\"",\""index_key\"":16,\""reference_key\"":\""VT-016\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""Aristocrat\""}""}"
"638B8961-7068-48E0-B89F-E15DC0D59EC0","49","LT-000000049","2025-06-18 14:36:48.980","Paul Collins","vendors","90136125-DAA9-4E72-8922-45EE2E178E76","{""before_values"":""{\""uuid\"":\""90136125-DAA9-4E72-8922-45EE2E178E76\"",\""index_key\"":15,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""Bluberi\""}"",""after_values"":""{\""uuid\"":\""90136125-DAA9-4E72-8922-45EE2E178E76\"",\""index_key\"":15,\""reference_key\"":\""VT-015\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""Bluberi\""}""}"
"EDDA6129-D913-4CC7-B37A-B5F5EB542605","50","LT-000000050","2025-06-18 14:36:48.980","Paul Collins","vendors","26CEE7C7-2FF5-408F-8DF8-294C6423EAE0","{""before_values"":""{\""uuid\"":\""26CEE7C7-2FF5-408F-8DF8-294C6423EAE0\"",\""index_key\"":14,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""Wymac\""}"",""after_values"":""{\""uuid\"":\""26CEE7C7-2FF5-408F-8DF8-294C6423EAE0\"",\""index_key\"":14,\""reference_key\"":\""VT-014\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""Wymac\""}""}"
"F4992FB5-A829-4ED6-A51B-3A9A47C3521D","51","LT-000000051","2025-06-18 14:36:48.980","Paul Collins","vendors","C4224114-43EC-4DA0-A04A-7DD8A99DB2E4","{""before_values"":""{\""uuid\"":\""C4224114-43EC-4DA0-A04A-7DD8A99DB2E4\"",\""index_key\"":13,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""GMW\""}"",""after_values"":""{\""uuid\"":\""C4224114-43EC-4DA0-A04A-7DD8A99DB2E4\"",\""index_key\"":13,\""reference_key\"":\""VT-013\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""GMW\""}""}"
"EF4BFC98-23D0-430A-94CC-D82100EABE1D","52","LT-000000052","2025-06-18 14:36:48.980","Paul Collins","vendors","8993941C-E0F0-44F4-BD2F-A6CE47AFF4BD","{""before_values"":""{\""uuid\"":\""8993941C-E0F0-44F4-BD2F-A6CE47AFF4BD\"",\""index_key\"":12,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""Konami\""}"",""after_values"":""{\""uuid\"":\""8993941C-E0F0-44F4-BD2F-A6CE47AFF4BD\"",\""index_key\"":12,\""reference_key\"":\""VT-012\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""Konami\""}""}"
"1404FEB0-6321-4F2A-B81C-18AE6F5C73A1","53","LT-000000053","2025-06-18 14:36:48.980","Paul Collins","vendors","A0498C3D-29D8-4A92-83B1-BB5A740DF8DE","{""before_values"":""{\""uuid\"":\""A0498C3D-29D8-4A92-83B1-BB5A740DF8DE\"",\""index_key\"":11,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""Zitro\""}"",""after_values"":""{\""uuid\"":\""A0498C3D-29D8-4A92-83B1-BB5A740DF8DE\"",\""index_key\"":11,\""reference_key\"":\""VT-011\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""Zitro\""}""}"
"130FE2A2-4B98-48AB-A058-AA6037B37CD1","54","LT-000000054","2025-06-18 14:36:48.980","Paul Collins","vendors","3DF3AF52-19D0-40B8-8D9B-E02C4ACFF4D3","{""before_values"":""{\""uuid\"":\""3DF3AF52-19D0-40B8-8D9B-E02C4ACFF4D3\"",\""index_key\"":10,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""NOVA\""}"",""after_values"":""{\""uuid\"":\""3DF3AF52-19D0-40B8-8D9B-E02C4ACFF4D3\"",\""index_key\"":10,\""reference_key\"":\""VT-010\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""NOVA\""}""}"
"0FFD6FB2-25DC-4058-B848-A8149F7D746F","55","LT-000000055","2025-06-18 14:36:48.980","Paul Collins","vendors","FCE2496E-30FE-4394-8FF8-BE188C97A7B6","{""before_values"":""{\""uuid\"":\""FCE2496E-30FE-4394-8FF8-BE188C97A7B6\"",\""index_key\"":9,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""SG WMS\""}"",""after_values"":""{\""uuid\"":\""FCE2496E-30FE-4394-8FF8-BE188C97A7B6\"",\""index_key\"":9,\""reference_key\"":\""VT-009\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""SG WMS\""}""}"
"02325942-053C-480D-BCE6-7428B7D0F1C3","56","LT-000000056","2025-06-18 14:36:48.980","Paul Collins","vendors","5B36D951-6345-49EC-BA3A-0F1EEB94F75D","{""before_values"":""{\""uuid\"":\""5B36D951-6345-49EC-BA3A-0F1EEB94F75D\"",\""index_key\"":8,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""Lightning Gaming\""}"",""after_values"":""{\""uuid\"":\""5B36D951-6345-49EC-BA3A-0F1EEB94F75D\"",\""index_key\"":8,\""reference_key\"":\""VT-008\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""Lightning Gaming\""}""}"
"2B8BCBF0-7904-491E-AA93-9F395A98FB4A","57","LT-000000057","2025-06-18 14:36:48.980","Paul Collins","vendors","777F031A-30B9-4658-ADB7-56910C724718","{""before_values"":""{\""uuid\"":\""777F031A-30B9-4658-ADB7-56910C724718\"",\""index_key\"":7,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""SG Bally\""}"",""after_values"":""{\""uuid\"":\""777F031A-30B9-4658-ADB7-56910C724718\"",\""index_key\"":7,\""reference_key\"":\""VT-007\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""SG Bally\""}""}"
"B302D25D-C060-4AD4-AD53-02A40F251A19","58","LT-000000058","2025-06-18 14:36:48.980","Paul Collins","vendors","C99688B1-692D-481E-8E3C-470108F1C0A9","{""before_values"":""{\""uuid\"":\""C99688B1-692D-481E-8E3C-470108F1C0A9\"",\""index_key\"":6,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""EGT\""}"",""after_values"":""{\""uuid\"":\""C99688B1-692D-481E-8E3C-470108F1C0A9\"",\""index_key\"":6,\""reference_key\"":\""VT-006\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""EGT\""}""}"
"2277B2F1-3875-4A67-B88A-5288982CA572","59","LT-000000059","2025-06-18 14:36:48.980","Paul Collins","vendors","0444BC29-82B3-4B13-91FE-049211B9AE87","{""before_values"":""{\""uuid\"":\""0444BC29-82B3-4B13-91FE-049211B9AE87\"",\""index_key\"":5,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""Aruze\""}"",""after_values"":""{\""uuid\"":\""0444BC29-82B3-4B13-91FE-049211B9AE87\"",\""index_key\"":5,\""reference_key\"":\""VT-005\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""Aruze\""}""}"
"1CADF14D-35C8-4E5F-8F49-4DA9188A14A3","60","LT-000000060","2025-06-18 14:36:48.980","Paul Collins","vendors","7386A890-57F4-4A3A-8DCD-8D7994A6203B","{""before_values"":""{\""uuid\"":\""7386A890-57F4-4A3A-8DCD-8D7994A6203B\"",\""index_key\"":4,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""Incredible Technologies\""}"",""after_values"":""{\""uuid\"":\""7386A890-57F4-4A3A-8DCD-8D7994A6203B\"",\""index_key\"":4,\""reference_key\"":\""VT-004\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""Incredible Technologies\""}""}"
"799F67BE-7FD4-4410-8253-4D18BD3782B1","61","LT-000000061","2025-06-18 14:36:48.980","Paul Collins","vendors","6DE53B23-EC01-4FC4-834F-32AFE1D09146","{""before_values"":""{\""uuid\"":\""6DE53B23-EC01-4FC4-834F-32AFE1D09146\"",\""index_key\"":3,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""AGS\""}"",""after_values"":""{\""uuid\"":\""6DE53B23-EC01-4FC4-834F-32AFE1D09146\"",\""index_key\"":3,\""reference_key\"":\""VT-003\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""AGS\""}""}"
"CE060B97-2250-4CC4-AE86-E9AFECE7CD12","62","LT-000000062","2025-06-18 14:36:48.980","Paul Collins","vendors","DE9FB554-4322-4D0F-9C84-628E41AD5F58","{""before_values"":""{\""uuid\"":\""DE9FB554-4322-4D0F-9C84-628E41AD5F58\"",\""index_key\"":2,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""IGT\""}"",""after_values"":""{\""uuid\"":\""DE9FB554-4322-4D0F-9C84-628E41AD5F58\"",\""index_key\"":2,\""reference_key\"":\""VT-002\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""IGT\""}""}"
"A6455ADE-5F2A-4CCC-B641-91C3C8FD4912","63","LT-000000063","2025-06-18 14:36:48.980","Paul Collins","vendors","171F058E-1990-4086-8307-6B6A1D8AA6FE","{""before_values"":""{\""uuid\"":\""171F058E-1990-4086-8307-6B6A1D8AA6FE\"",\""index_key\"":1,\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""vendor_name\"":\""Ainsworth\""}"",""after_values"":""{\""uuid\"":\""171F058E-1990-4086-8307-6B6A1D8AA6FE\"",\""index_key\"":1,\""reference_key\"":\""VT-001\"",\""insert_date\"":\""2025-06-18T14:36:48.957\"",\""update_date\"":\""2025-06-18T14:36:48.957\"",\""update_by\"":\""Paul Collins\"",\""change_log\"":\""Created on 2025-06-18 14:36:48\"",\""vendor_name\"":\""Ainsworth\""}""}"
"2ACA9755-91C1-4912-8A75-F07FE583B6C1","64","LT-000000064","2025-06-18 14:36:48.980","Paul Collins","vendors","C534F620-353D-4613-A2BE-4A162E454889","{""uuid"":""C534F620-353D-4613-A2BE-4A162E454889"",""index_key"":23,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""SpinTec""}"
"A4BDD6A7-412D-4CA5-8ADF-6F44462174B9","65","LT-000000065","2025-06-18 14:36:48.980","Paul Collins","vendors","F6EED6D3-3CD2-4358-9C67-83C172E4A10A","{""uuid"":""F6EED6D3-3CD2-4358-9C67-83C172E4A10A"",""index_key"":22,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Everi""}"
"E394FB47-52F6-4E74-AE55-2747C58249D6","66","LT-000000066","2025-06-18 14:36:48.980","Paul Collins","vendors","3B2E1A95-6847-4779-9862-17BE30E0B088","{""uuid"":""3B2E1A95-6847-4779-9862-17BE30E0B088"",""index_key"":21,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Eclipse""}"
"3EA6A2EE-2033-4DCC-964B-A43838C8F764","67","LT-000000067","2025-06-18 14:36:48.980","Paul Collins","vendors","0F8DB302-F1F5-4961-ACD8-DC375C2CAD8D","{""uuid"":""0F8DB302-F1F5-4961-ACD8-DC375C2CAD8D"",""index_key"":20,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Synergy Blue""}"
"C5F7104F-9336-417B-9E21-549A7DC7614C","68","LT-000000068","2025-06-18 14:36:48.980","Paul Collins","vendors","ED3D5BFD-AD14-4A84-8474-97A6411863F9","{""uuid"":""ED3D5BFD-AD14-4A84-8474-97A6411863F9"",""index_key"":19,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Castle Hill""}"
"B93B8465-FE8E-4C47-A182-AF77A87DD2AD","69","LT-000000069","2025-06-18 14:36:48.980","Paul Collins","vendors","39A0FA87-9E94-4D9B-BE26-E2091F848D53","{""uuid"":""39A0FA87-9E94-4D9B-BE26-E2091F848D53"",""index_key"":18,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Empire""}"
"566F7F92-D6F3-47DB-A8DE-A773313BD3A5","70","LT-000000070","2025-06-18 14:36:48.980","Paul Collins","vendors","ADFF33A9-BC30-46D4-B248-41DA6170101A","{""uuid"":""ADFF33A9-BC30-46D4-B248-41DA6170101A"",""index_key"":17,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Alfastreet""}"
"9A918969-8BF9-41E3-B11C-DC4C31886713","71","LT-000000071","2025-06-18 14:36:48.980","Paul Collins","vendors","FCED5E5A-A3EB-4BD7-943D-93973AF2209D","{""uuid"":""FCED5E5A-A3EB-4BD7-943D-93973AF2209D"",""index_key"":16,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Aristocrat""}"
"CCDB6F8F-0C6F-4FEB-B6A9-17FB15AEB529","72","LT-000000072","2025-06-18 14:36:48.980","Paul Collins","vendors","90136125-DAA9-4E72-8922-45EE2E178E76","{""uuid"":""90136125-DAA9-4E72-8922-45EE2E178E76"",""index_key"":15,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Bluberi""}"
"A9EE5471-7789-4413-AFA1-E29BF8CC8F9E","73","LT-000000073","2025-06-18 14:36:48.980","Paul Collins","vendors","26CEE7C7-2FF5-408F-8DF8-294C6423EAE0","{""uuid"":""26CEE7C7-2FF5-408F-8DF8-294C6423EAE0"",""index_key"":14,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Wymac""}"
"39081D5B-911F-4A57-AA9A-0BA62FFF8009","74","LT-000000074","2025-06-18 14:36:48.980","Paul Collins","vendors","C4224114-43EC-4DA0-A04A-7DD8A99DB2E4","{""uuid"":""C4224114-43EC-4DA0-A04A-7DD8A99DB2E4"",""index_key"":13,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""GMW""}"
"69984640-B41C-4AD4-A67C-3374C8C5A1AA","75","LT-000000075","2025-06-18 14:36:48.980","Paul Collins","vendors","8993941C-E0F0-44F4-BD2F-A6CE47AFF4BD","{""uuid"":""8993941C-E0F0-44F4-BD2F-A6CE47AFF4BD"",""index_key"":12,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Konami""}"
"6B878EB8-0F56-4645-BFAB-BC4B7FD9A442","76","LT-000000076","2025-06-18 14:36:48.980","Paul Collins","vendors","A0498C3D-29D8-4A92-83B1-BB5A740DF8DE","{""uuid"":""A0498C3D-29D8-4A92-83B1-BB5A740DF8DE"",""index_key"":11,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Zitro""}"
"D5B9DCE0-C974-4B53-8CBF-E01450E22A4D","77","LT-000000077","2025-06-18 14:36:48.980","Paul Collins","vendors","3DF3AF52-19D0-40B8-8D9B-E02C4ACFF4D3","{""uuid"":""3DF3AF52-19D0-40B8-8D9B-E02C4ACFF4D3"",""index_key"":10,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""NOVA""}"
"148647B0-23FC-4D2D-96A0-F5DBC67A159A","78","LT-000000078","2025-06-18 14:36:48.980","Paul Collins","vendors","FCE2496E-30FE-4394-8FF8-BE188C97A7B6","{""uuid"":""FCE2496E-30FE-4394-8FF8-BE188C97A7B6"",""index_key"":9,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""SG WMS""}"
"70A20982-0733-47F8-9B92-412F3F4A250B","79","LT-000000079","2025-06-18 14:36:48.980","Paul Collins","vendors","5B36D951-6345-49EC-BA3A-0F1EEB94F75D","{""uuid"":""5B36D951-6345-49EC-BA3A-0F1EEB94F75D"",""index_key"":8,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Lightning Gaming""}"
"4DC022DF-3FC7-4279-BF4C-7E691675DDC4","80","LT-000000080","2025-06-18 14:36:48.980","Paul Collins","vendors","777F031A-30B9-4658-ADB7-56910C724718","{""uuid"":""777F031A-30B9-4658-ADB7-56910C724718"",""index_key"":7,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""SG Bally""}"
"5A434EA1-9213-4C5B-A2B0-FA6AC4DC3E3F","81","LT-000000081","2025-06-18 14:36:48.980","Paul Collins","vendors","C99688B1-692D-481E-8E3C-470108F1C0A9","{""uuid"":""C99688B1-692D-481E-8E3C-470108F1C0A9"",""index_key"":6,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""EGT""}"
"5D23CC89-9922-4D14-B20B-141C359C7F61","82","LT-000000082","2025-06-18 14:36:48.980","Paul Collins","vendors","0444BC29-82B3-4B13-91FE-049211B9AE87","{""uuid"":""0444BC29-82B3-4B13-91FE-049211B9AE87"",""index_key"":5,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Aruze""}"
"29BE403C-668F-49AF-A86E-D3B8291D4A6E","83","LT-000000083","2025-06-18 14:36:48.980","Paul Collins","vendors","7386A890-57F4-4A3A-8DCD-8D7994A6203B","{""uuid"":""7386A890-57F4-4A3A-8DCD-8D7994A6203B"",""index_key"":4,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Incredible Technologies""}"
"A82017CD-5590-4C00-8FF6-5E5D06CA1C8D","84","LT-000000084","2025-06-18 14:36:48.980","Paul Collins","vendors","6DE53B23-EC01-4FC4-834F-32AFE1D09146","{""uuid"":""6DE53B23-EC01-4FC4-834F-32AFE1D09146"",""index_key"":3,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""AGS""}"
"F8EC50E4-6802-45E6-A565-0D389F47892A","85","LT-000000085","2025-06-18 14:36:48.980","Paul Collins","vendors","DE9FB554-4322-4D0F-9C84-628E41AD5F58","{""uuid"":""DE9FB554-4322-4D0F-9C84-628E41AD5F58"",""index_key"":2,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""IGT""}"
"305A0386-BC90-4DD1-AC97-BDEE890547F5","86","LT-000000086","2025-06-18 14:36:48.980","Paul Collins","vendors","171F058E-1990-4086-8307-6B6A1D8AA6FE","{""uuid"":""171F058E-1990-4086-8307-6B6A1D8AA6FE"",""index_key"":1,""insert_date"":""2025-06-18T14:36:48.957"",""update_date"":""2025-06-18T14:36:48.957"",""update_by"":""Paul Collins"",""vendor_name"":""Ainsworth""}"
